03-16_clone_A_1
Algorithm: Statistical
Corner+ Avg:223, Count:32
Corner- Avg:12145, Count:32
BF= Alpha1=0.04 Alpha2=0.06 Tau=0.015 Gamma1H=0.0025 Gamma1L=0.0025 Gamma2H=0.003 Gamma2L=0.003 Perturbation=1.1 TGT=250 NF=1.000000 SF=2.109617 SFGene=All 
Background=Avg:65.55,Stdev:1.08,Max:68.6,Min:63.3 Noise=Avg:2.80,Stdev:0.08,Max:3.1,Min:2.6 RawQ=2.57 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
95648_at	16	16	1591.1	P	0.000388																															
95649_at	16	16	333.9	P	0.000322																															
95650_at	16	16	1443.3	P	0.001602																															
95651_at	16	16	44.1	M	0.048995																															
95652_at	16	16	1773.3	P	0.000219																															
95653_at	16	16	178.4	P	0.003067																															
95654_at	16	16	4286.5	P	0.000219																															
95655_at	16	16	185.7	P	0.000562																															
95656_i_at	15	15	71.7	A	0.069878																															
95657_f_at	16	16	183.4	P	0.000562																															
95658_at	16	16	88.6	M	0.054470																															
95659_at	16	16	173.2	P	0.000219																															
95660_at	16	16	382.4	P	0.001602																															
95661_at	16	16	13.4	A	0.795978																															
95662_at	16	16	153.0	P	0.002617																															
95663_at	16	16	11.0	A	0.418069																															
95664_at	16	16	50.0	M	0.043968																															
95665_at	16	16	104.4	P	0.008689																															
95666_at	16	16	654.2	P	0.000673																															
95668_at	16	16	40.3	A	0.378184																															
95669_g_at	16	16	73.4	A	0.138765																															
95670_at	16	16	30.7	A	0.107301																															
95671_at	16	16	11.5	A	0.697453																															
95672_at	16	16	20.8	A	0.302547																															
95673_s_at	16	16	5.2	A	0.918663																															
95674_r_at	16	16	971.5	P	0.009985																															
95675_at	16	16	6.3	A	0.500000																															
95676_at	16	16	9.3	A	0.732537																															
95677_at	16	16	316.1	P	0.000219																															
95679_at	16	16	948.4	P	0.000219																															
95680_at	16	16	28.6	A	0.500000																															
95681_f_at	16	16	44.7	A	0.189687																															
95682_at	16	16	1239.4	P	0.000322																															
95683_g_at	16	16	905.2	P	0.000673																															
95684_at	16	16	27.8	A	0.284747																															
95685_at	16	16	166.9	P	0.014937																															
95686_at	16	16	67.4	P	0.008689																															
95688_at	16	16	1255.6	P	0.000266																															
95689_at	16	16	223.1	P	0.004180																															
95690_at	16	16	509.3	P	0.004180																															
95692_at	16	16	1033.5	P	0.000219																															
95693_at	16	16	26.6	A	0.520620																															
95694_at	16	16	1430.5	P	0.000468																															
95695_at	16	16	443.5	P	0.000219																															
95696_at	16	16	809.9	P	0.001141																															
95697_at	16	16	11.4	A	0.660442																															
95698_at	16	16	3261.0	P	0.003585																															
95699_f_at	16	16	2977.4	P	0.000219																															
95700_r_at	16	16	441.7	P	0.000959																															
95701_at	16	16	36.8	A	0.089405																															
95702_at	16	16	189.7	P	0.017001																															
95703_at	16	16	355.6	P	0.000219																															
95704_at	16	16	697.5	A	0.060419																															
95705_s_at	16	16	55.5	P	0.003585																															
95706_at	16	16	2181.2	P	0.000219																															
95707_at	16	16	337.7	P	0.000388																															
95708_at	16	16	804.4	P	0.000468																															
95709_at	16	16	371.8	P	0.000468																															
95712_at	16	16	280.1	P	0.001354																															
95713_at	16	16	1771.3	P	0.000562																															
95714_at	16	16	1070.7	P	0.000219																															
95715_at	16	16	2362.9	P	0.000266																															
95716_at	16	16	2512.4	P	0.000219																															
95717_at	16	16	377.7	P	0.011447																															
95718_f_at	16	16	2685.4	P	0.000219																															
95719_at	16	16	9.4	A	0.872355																															
95721_at	16	16	1178.4	P	0.000805																															
95722_at	16	16	2026.3	P	0.000219																															
95723_r_at	16	16	2086.6	P	0.001602																															
95725_at	16	16	43.5	A	0.418069																															
95726_at	16	16	437.5	P	0.031336																															
95727_at	16	16	8.2	A	0.541184																															
95728_g_at	16	16	85.1	A	0.218983																															
95729_at	16	16	6.3	A	0.732537																															
95730_at	16	16	726.9	P	0.000266																															
95731_at	16	16	316.6	P	0.001141																															
95732_at	16	16	1052.1	P	0.000219																															
95733_at	16	16	38.3	A	0.479380																															
95734_at	16	16	384.0	P	0.000673																															
95735_at	16	16	46.8	A	0.438361																															
95736_at	16	16	1198.6	P	0.000219																															
95737_at	16	16	852.0	P	0.000219																															
95738_at	16	16	60.9	P	0.000673																															
95739_at	16	16	26.6	A	0.073830																															
95740_at	16	16	93.3	A	0.320830																															
95742_at	16	16	483.6	P	0.000562																															
95743_at	16	16	465.0	P	0.000219																															
95744_at	16	16	307.6	P	0.006532																															
95745_g_at	16	16	359.9	P	0.000673																															
95746_at	16	16	829.3	P	0.000673																															
95747_at	16	16	1.7	A	0.993468																															
95749_at	16	16	779.6	P	0.000266																															
95750_at	16	16	122.5	A	0.073830																															
95752_at	16	16	963.7	P	0.000266																															
95753_at	16	16	31.1	A	0.127645																															
95754_at	16	16	484.9	P	0.002228																															
95755_at	16	16	719.6	P	0.000805																															
95756_at	16	16	75.7	P	0.000219																															
95758_at	16	16	41.4	A	0.267463																															
95759_at	16	16	283.0	P	0.000959																															
95760_at	16	16	535.8	P	0.000388																															
96241_at	16	16	27.7	A	0.660442																															
96242_at	16	16	42.9	P	0.011447																															
96243_f_at	16	16	224.8	P	0.000219																															
96244_at	16	16	12.4	A	0.581931																															
96245_at	16	16	307.1	P	0.013092																															
96249_at	16	16	626.8	P	0.000219																															
96252_at	16	16	1651.4	P	0.000388																															
96254_at	16	16	394.1	P	0.000388																															
96255_at	16	16	674.4	P	0.000219																															
96256_at	16	16	477.9	P	0.000805																															
96257_at	16	16	1376.0	P	0.000266																															
